Company,Job,Listing Date,Location,Work Type,Teaser job,Job ID,Classification,Sub Classification,Job_URL,Classification_encoded,Cluster
,Sr. Mekanik Alat Berat,23 hari yang lalu,"Malili, Sulawesi Selatan",Full time,PT. Lutim Gasindo Persada mengedepankan iklim pekerjaan positif yang akan membawa dampak bagi keberlangsungan perusahaan.,81238679,Teknik,Teknik Mesin,https://id.jobstreet.com/id/job/81238679,24,2
Global Indonesia Asia Sejahtera,Sales Bahan Bangunan (Makassar),25 hari yang lalu,"Maros, Sulawesi Selatan",Full time,"Melakukan semua aktivitas penjualan dimulai dari perencanaan, negosiasi, pengetahuan produk, sales pipeline hingga reporting",81173221,Ritel & Produk Konsumen,Asisten Ritel,https://id.jobstreet.com/id/job/81173221,21,2
Pengiklan Anonim,TEKNIK NOC,17 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,Memantau jaringan,81397891,Teknologi Informasi & Komunikasi,Teknik – Jaringan,https://id.jobstreet.com/id/job/81397891,25,2
Jasamedika Saranatama,Web Programmer (Sulawesi Selatan),19 hari yang lalu,Sulawesi Selatan,Full time,"Melakukan support, customize dan change request, maintainance dan troubleshooting,coding stored procedure, bekerjasama dengan Business Process Analyst",81326755,Teknologi Informasi & Komunikasi,Developer/Programmer,https://id.jobstreet.com/id/job/81326755,25,2
Catur Sentosa Adiprana,Sales Supervisor Sulawesi (DSSS),25 hari yang lalu,Sulawesi Selatan,Full time,Deskripsi PekerjaanTanggung Jawab :  Mencapai target penjualan Menjalankan program penjualan secara efektif dan efisien Mengunjungi calon pelanggan...,81195848,Ritel & Produk Konsumen,Manajemen – Area/Multi-lokasi,https://id.jobstreet.com/id/job/81195848,21,2
FKS Group,Regional Sales Manager - Distribution (based in Makassar),19 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"FKS Group is looking for Regional Sales Manager who experienced in FMCG Distribution Company, based in Makassar",81320261,Ritel & Produk Konsumen,Manajemen – Area/Multi-lokasi,https://id.jobstreet.com/id/job/81320261,21,2
Aneka Bintang Gading,Maintenance Staff (Makassar),9 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,-,81578962,Teknik,Teknik Elektro/Elektronik,https://id.jobstreet.com/id/job/81578962,24,2
Euromedica Group,Cashier - Makassar,23 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Cashier - Makassar,81243074,Ritel & Produk Konsumen,Asisten Ritel,https://id.jobstreet.com/id/job/81243074,21,2
Susanti Megah,Area Sales Supervisor Sulawesi Selatan,23 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Merencanakan strategi penjualan secara realistis yang inovatif dan up to date untuk perkiraan penjualan dan mengukur keberhasilan.,81255411,Ritel & Produk Konsumen,Manajemen – Area/Multi-lokasi,https://id.jobstreet.com/id/job/81255411,21,2
,HR Spescialist,22 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Posisi ini menawarkan kesempatan untuk bekerja dengan tim yang dinamis, dan membangun lingkungan kerja yang inovatif serta kolaboratif",81283456,Sumber Daya Manusia & Perekrutan,Konsultasi & HR Umum,https://id.jobstreet.com/id/job/81283456,23,2
Pasifik Satelit Nusantara,Network Gateway Antenna RF/IF,18 hari yang lalu,Sulawesi Selatan,Full time,Field Engineer,81360388,Teknik,Teknik Elektro/Elektronik,https://id.jobstreet.com/id/job/81360388,24,2
Sucafina Indonesia Coffee,Senior Field Facilitator - Sulawesi,9 hari yang lalu,Sulawesi Selatan,Kontrak,Kami mencari seorang profesional yang tertarik dalam perdagangan kopi internasional untuk bergabung dengan tim keberlanjutan kami di Indonesia.,81594142,"Pertanian, Hewan & Konservasi",Agronomi & Jasa Pertanian,https://id.jobstreet.com/id/job/81594142,19,2
,Area Manager - FS - Sulawesi & Kalimantan,19 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"We are the largest plant-based company in the world, and we believe in doing what’s right for our people, our customers and the planet.",81327523,Ritel & Produk Konsumen,Manajemen – Area/Multi-lokasi,https://id.jobstreet.com/id/job/81327523,21,2
Selindo Alpha,Engineer,18 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Engineer VSAT area Makassar adalah teknisi yang bertugas untuk melaksanakan proses Instalasi, Maintenance, dan Dismantle Perangkat VSAT.",81353036,Teknologi Informasi & Komunikasi,Telekomunikasi,https://id.jobstreet.com/id/job/81353036,25,2
Catur Putraharmonis,IT HARDWARE STAFF,1 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Paham dan bisa menguasai sistem operasi komputer secara keseluruhan dan memberikan solusi untuk seluruh masalah perangkat IT Hardware.,81729662,Teknologi Informasi & Komunikasi,Teknik – Perangkat Keras,https://id.jobstreet.com/id/job/81729662,25,2
,Admin HR,1 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,Memelihara catatan personel fisik dan digital seperti kontrak kerja dan permintaan PTO - Memperbarui basis data internal dengan informasi perekruta...,81748359,Sumber Daya Manusia & Perekrutan,Perekrutan – Internal,https://id.jobstreet.com/id/job/81748359,23,2
Pinus Merah Abadi,Sales Taking Order Sengkang,8 hari yang lalu,"Wajo, Sulawesi Selatan",Full time,"1. Mengunjungi seluruh toko, baik grosir maupun retail, untuk menawarkan dan menjual produk-produk dari seluruh principal PT. Pinus Merah Abadi. 2....",81636720,Ritel & Produk Konsumen,Asisten Ritel,https://id.jobstreet.com/id/job/81636720,21,2
,Sales Promotion Girl (SPG),1 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,- Melakukan check stock produk - Melakukan penjualan langsung/direct selling ke customer - Membuat sales report - Melayani customer yang datang - P...,81748441,Ritel & Produk Konsumen,Asisten Ritel,https://id.jobstreet.com/id/job/81748441,21,2
Hyatt Place,"Lead Host - Kitchen, Hyatt Place Makassar",30+ hari yang lalu,"Makassar, Sulawesi Selatan",Full time,You will be responsible to provide an excellent and consistent level of administrative support to your customers. The Personnel Officer is responsi...,80163434,Sumber Daya Manusia & Perekrutan,Manajemen – Internal,https://id.jobstreet.com/id/job/80163434,23,2
Mindrift,Data Annotator - Freelance,30+ hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Industries across the board are embracing AI, and the backbone of this revolution is accurate data labeling (data annotation). As an AI Tutor - Exp...",76687988,Teknologi Informasi & Komunikasi,Developer/Programmer,https://id.jobstreet.com/id/job/76687988,25,2
,Human Resources Department (HRD),2 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Anda akan bertanggung jawab untuk mengelola seluruh aspek SDM di perusahaan, termasuk rekrutmen, pelatihan, pengembangan karyawan, dll.",81712335,Sumber Daya Manusia & Perekrutan,Hubungan Industri & Pegawai,https://id.jobstreet.com/id/job/81712335,23,2
Kencana Maju Bersama,BRANCH MANAGER (AREA SULAWESI),19 hari yang lalu,Sulawesi Selatan,Full time,"Dengan keahlian tenaga profesional dan dedikasi segenap personil perusahaan, kami mencari kandidat potensial dan ingin berkembang bersama kami.",81318289,Ritel & Produk Konsumen,Manajemen – Area/Multi-lokasi,https://id.jobstreet.com/id/job/81318289,21,2
PT Reka Perdana Indonesia,Support Engineer (Makassar),14 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Menyiapkan gambar kerja, menentukan metoda pelaksanaan yang efisien sehingga dihasilkan list material peralatan untuk dasar pelaksanaan kerja lapangan",81474048,Teknik,Teknik Sipil/Struktural,https://id.jobstreet.com/id/job/81474048,24,2
PT Surya Buana Sentosa,KEPALA BENGKEL KENDARAAN - MAKASSAR,4 hari yang lalu,"Tamalanrea, Sulawesi Selatan",Full time,"Bergabunglah dengan pemimpin industri otomotif kami, tawaran remunerasi kompetitif, dan kesempatan pengembangan karier yang luas.",81670101,Teknik,Teknik Otomotif,https://id.jobstreet.com/id/job/81670101,24,2
Norxel Technology Indonesia,Electrical Engineer Pare- pare,1 hari yang lalu,"Pare-Pare, Sulawesi Selatan",Full time,Gambaran PekerjaanKami membutuhkan engineer yang berkompeten di bidangnya. Usia Max 35 Tahun. Sebagai Electrical Engineer Anda akan berkontribusi...,81731985,Teknik,Teknik Elektro/Elektronik,https://id.jobstreet.com/id/job/81731985,24,2
Fastrata Buana,SALES SUPERVISOR  - PARE-PARE,4 hari yang lalu,"Pare-Pare, Sulawesi Selatan",Full time,TANGGUNG JAWAB: Mengawasi &amp; melaksanakan operasional dan pencapaian omset penjualan team sales sesuai dengan SOP perusahaan untuk mencapai...,81662968,Ritel & Produk Konsumen,Manajemen – Area/Multi-lokasi,https://id.jobstreet.com/id/job/81662968,21,2
Serasi Autoraya,Sales Consultant (Makassar),1 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Job Descriptions : Coordinate the sales offer process to prospective customers Increasing market share and maintain relationship with Customers...,81732122,Ritel & Produk Konsumen,Asisten Ritel,https://id.jobstreet.com/id/job/81732122,21,2
Amartha Mikro Fintek,Kepala Cabang Wajo (Poso) Sulawesi Selatan,30+ hari yang lalu,"Wajo, Sulawesi Selatan",Full time,"Memastikan kualitas portfolio sesuai dengan tujuan Amartha dan nilai audit cabang sesuai dengan ekspekstasi management.
Menegakkan prinsip keterbuk...",80991747,Ritel & Produk Konsumen,Manajemen – Area/Multi-lokasi,https://id.jobstreet.com/id/job/80991747,21,2
Manulife,Sales Bancasurrance Area Wajo Sengkang,18 hari yang lalu,"Wajo, Sulawesi Selatan",Full time,PT Asuransi Jiwa Manulife Indonesia membuka kesempatan berkarir di Manulife Bancassurance yang akan ditempatkan di Kantor Cabang Mitra Bank kami...,81358800,Ritel & Produk Konsumen,Asisten Ritel,https://id.jobstreet.com/id/job/81358800,21,2
Sinbad Trading,Salesman Aksesoris Gadget (Accesories Handphone) - ACMIC,8 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,dibutuhkan salesman untuk aksesoris handphone,81623302,Ritel & Produk Konsumen,Asisten Ritel,https://id.jobstreet.com/id/job/81623302,21,2
INSEMACO Recruiting & Executive Search,Consultant / Interim Manager / Partner @ INSECOGO (m/f/d) remote in Indonesia,30+ hari yang lalu,"Makassar, Sulawesi Selatan",Full time,In the course of our rapid development we are looking for further professionally and personally highly qualified Global Network Partners@INSECOGO® ...,80225999,Teknologi Informasi & Komunikasi,Developer/Programmer,https://id.jobstreet.com/id/job/80225999,25,2
Kawan Lama,Kasir,30+ hari yang lalu,"Wara, Sulawesi Selatan",Full time,"Sebagai Kasir, Anda akan membantu customer melakukan transaksi pembayaran dengan cepat dan akurat, termasuk menginformasikan program yang sedang be...",80220514,Ritel & Produk Konsumen,Asisten Ritel,https://id.jobstreet.com/id/job/80220514,21,2
